KO_ID	KO_name	KO_def	module_IDs	module_defs	pathway_IDs	pathway_defs
K21329	calE10	aminosugar N-oxygenase			map00523; map01110	Polyketide sugar unit biosynthesis; Biosynthesis of secondary metabolites
K21330	calS4	C-S lyase			map00523; map01110	Polyketide sugar unit biosynthesis; Biosynthesis of secondary metabolites
K21338	ppzP	5,10-dihydrophenazine-1-carboxylate 9-dimethylallyltransferase			map00405; map01110	Phenazine biosynthesis; Biosynthesis of secondary metabolites
K21340	fnq26	flaviolin linalyltransferase				
K21344	rfaE1	D-glycero-beta-D-manno-heptose-7-phosphate kinase	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	map00540; map01100	Lipopolysaccharide biosynthesis; Metabolic pathways
K21345	rfaE2	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	map00540; map01100	Lipopolysaccharide biosynthesis; Metabolic pathways
K21349	ggs	glucosylglycerate synthase				
K21352	FT1	6(G)-fructosyltransferase				
K21353	E2.4.1.248	cycloisomaltooligosaccharide glucanotransferase				
K21354	UGT94E5	beta-D-glucosyl crocetin beta-1,6-glucosyltransferase	M00900	Crocin biosynthesis, crocetin => crocin	map00999; map01100; map01110	Biosynthesis of various secondary metabolites - part 1; Metabolic pathways; Biosynthesis of secondary metabolites
K21355	ggp	1,2-alpha-glucosylglycerol phosphorylase				
K21362	SFR2	galactolipid galactosyltransferase			map00561	Glycerolipid metabolism
K21368	wbnI	O86-antigen biosynthesis alpha-1,3-galactosyltransferase			map00542	O-Antigen repeat unit biosynthesis
K21369	mggA	mannosylglucosyl-3-phosphoglycerate synthase				
K21370	UBGAT	baicalein 7-O-glucuronosyltransferase				
K21371	UGT75L6, UGTCs2	crocetin glucosyltransferase	M00900	Crocin biosynthesis, crocetin => crocin	map00999; map01100; map01110	Biosynthesis of various secondary metabolites - part 1; Metabolic pathways; Biosynthesis of secondary metabolites
K21372	E2.4.1.286	chalcone 4'-O-glucosyltransferase			map00941	Flavonoid biosynthesis
K21373	UGT8, UGT709C2	7-deoxyloganetic acid glucosyltransferase			map00902; map01110	Monoterpenoid biosynthesis; Biosynthesis of secondary metabolites
K21374	UGT85A23_24	7-deoxyloganetin glucosyltransferase			map00902; map01100; map01110	Monoterpenoid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
K21376	aziB1	5-methyl-1-naphthoate 3-hydroxylase				
K21380	BEAT	acetyl-CoA-benzylalcohol acetyltransferase				
K21381	aziB	5-methylnaphthoic acid synthase				
K21383	3AT	anthocyanidin 3-O-glucoside 6''-O-acyltransferase			map00942	Anthocyanin biosynthesis
K21385	PCS	5,7-dihydroxy-2-methylchromone synthase				
K21386	BPS	2,4,6-trihydroxybenzophenone synthase				
K21389	ADN1	adhesion defective protein 1				
K21390	ADN2	adhesion defective protein 2				
K21391	ADN3	adhesion defective protein 3				
K21393	yiaN	TRAP-type transport system large permease protein				
K21394	yiaM	TRAP-type transport system small permease protein				
K21395	yiaO	TRAP-type transport system periplasmic protein				
K21397	K21397	ABC transport system ATP-binding/permease protein				
K21398	SLC11A2, DMT1, NRAMP2	natural resistance-associated macrophage protein 2			map04142; map04216; map04978; map05010; map05012	Lysosome; Ferroptosis; Mineral absorption; Alzheimer disease; Parkinson disease
K21399	ortA	2-amino-4-ketopentanoate thiolase alpha subunit				
K21400	ortB	2-amino-4-ketopentanoate thiolase beta subunit				
K21401	menJ	menaquinone-9 beta-reductase				
K21402	noeI	2-O-methyltransferase				
K21405	acoR	sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR				
K21407	APMAP	adipocyte plasma membrane-associated protein				
K21416	acoA	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha				
K21417	acoB	acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit beta				
K21420	bpt	leucyl-tRNA---protein transferase				
K21424	NOX5	NADPH oxidase 5				
K21425	RAS	rosmarinate synthase			map00350; map01100	Tyrosine metabolism; Metabolic pathways
K21426	CMT	[trehalose-6-phosphate synthase]-L-cysteine S-methyltransferase				
K21427	mmcR	mitomycin 6-O-methyltransferase				
K21430	yliI	aldose sugar dehydrogenase				
K21437	ANKRD13	ankyrin repeat domain-containing protein 13				
K21440	ANKRD50	ankyrin repeat domain-containing protein 50				
K21444	PCBP3_4	poly(rC)-binding protein 3/4				
K21446	TENA	tenellin biosynthesis cytochrome P450 monooxygenase				
K21447	AZAI	azaphilone biosynthesis cytochrome P450 monooxygenase				
K21449	ata, sadA, emaA	trimeric autotransporter adhesin				
K21456	GSS	glutathione synthase	M00118	Glutathione biosynthesis, glutamate => glutathione	map00270; map00480; map01100; map01240; map04216	Cysteine and methionine metabolism; Glutathione metabolism; Metabolic pathways; Biosynthesis of cofactors; Ferroptosis
K21458	E2.1.1.300	pavine N-methyltransferase				
K21459	cypM	cypemycin N-terminal methyltransferase				
K21462	icaC	probable poly-beta-1,6-N-acetyl-D-glucosamine export protein				
K21469	pbp4b	serine-type D-Ala-D-Ala carboxypeptidase			map00550	Peptidoglycan biosynthesis
K21470	ycbB	L,D-transpeptidase YcbB				
K21471	cwlO	peptidoglycan DL-endopeptidase CwlO				
K21472	lytH	peptidoglycan LD-endopeptidase LytH				
K21475	CYP5136A3	alkylphenol/PAH-inducible cytochrome P450 monooxygenase				
K21476	LEPD	leporin biosynthesis cytochrome P450 monooxygenase				
K21477	DTPC	ditryptophenaline biosynthesis cytochrome P450 monooxygenase	M00891	Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline	map00998; map01100; map01110	Biosynthesis of various secondary metabolites - part 2; Metabolic pathways; Biosynthesis of secondary metabolites
K21478	icaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase				
K21480	HO, pbsA1, hmuO	heme oxygenase (biliverdin-producing, ferredoxin)			map00860; map01100; map01110	Porphyrin and chlorophyll metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
K21481	mhuD	heme oxygenase (mycobilin-producing)				
K21488	yobK	antitoxin YobK				
K21490	yokJ	antitoxin YokJ				
K21494	yxxD	antitoxin YxxD				
K21495	fitA	antitoxin FitA				
K21497	BC_0921	antitoxin				
K21498	higA-1	antitoxin HigA-1				
K21502	Gp4	DNA primase/helicase				
K21511	GPC	capsid assembly protease				
K21512	gpA	terminase, large subunit				
K21513	HMM	(+)-6a-hydroxymaackiain 3-O-methyltransferase			map00943; map01110	Isoflavonoid biosynthesis; Biosynthesis of secondary metabolites
K21514	aviRb	23S rRNA (uridine2479-2'-O)-methyltransferase				
K21515	aviRa	23S rRNA (guanine2535-N1)-methyltransferase				
K21539	mycF	mycinamicin III 3''-O-methyltransferase	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	map00522; map01100; map01110	Biosynthesis of 12-, 14- and 16-membered macrolides; Metabolic pathways; Biosynthesis of secondary metabolites
K21540	mycE	mycinamicin VI 2''-O-methyltransferase	M00934	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	map00522; map01100; map01110	Biosynthesis of 12-, 14- and 16-membered macrolides; Metabolic pathways; Biosynthesis of secondary metabolites
K21541	TMT-1_2	squalene methyltransferase				
K21542	TMT-3	botryococcene C-methyltransferase				
K21549	IMT1	inositol 4-methyltransferase				
K21550	BMT	5-hydroxyfuranocoumarin 5-O-methyltransferase				
K21552	HOL	methyl halide transferase				
K21555	cooA	CRP/FNR family transcriptional regulator, carbon monoxide oxidation system transcription regulator				
K21556	malR	CRP/FNR family transcriptional regulator, polysaccharide utilization system transcription regulator				
K21559	cprC	NosR/NirI family transcriptional regulator, putative reductive dehalogenation system regulator				
K21561	ntcA	CRP/FNR family transcriptional regulator, global nitrogen regulator				
K21562	flp	CRP/FNR family transcriptional regulator, anaerobic regulatory protein				
K21563	dnr	CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator				
K21564	nnrR	CRP/FNR family transcriptional regulator, nitrogen oxide reductase regulator				
K21567	fnr	ferredoxin/flavodoxin---NADP+ reductase				
K21569	camC, CYP101A1	camphor 5-monooxygenase				
K21570	camA	putidaredoxin---NAD+ reductase				
K21571	susE_F	starch-binding outer membrane protein SusE/F				
K21572	susD	starch-binding outer membrane protein, SusD/RagB family				
K21573	susC	TonB-dependent starch-binding outer membrane protein SusC				
K21574	susB	glucan 1,4-alpha-glucosidase			map00500; map01100	Starch and sucrose metabolism; Metabolic pathways
K21575	susA	neopullulanase				
K21576	grdD	glycine/sarcosine/betaine reductase complex component C subunit alpha				
K21577	grdC	glycine/sarcosine/betaine reductase complex component C subunit beta				
K21580	RNMT	reticuline N-methyltransferase			map00950; map01110	Isoquinoline alkaloid biosynthesis; Biosynthesis of secondary metabolites
K21581	OMT1	desmethylxanthohumol 6'-O-methyltransferase			map00941	Flavonoid biosynthesis
K21582	OMT2	xanthohumol 4'-O-methyltransferase			map00941	Flavonoid biosynthesis
K21585	kat	3-aminobutanoyl-CoA transaminase				
K21588	PT	umbelliferone 6-dimethylallyltransferase				
K21590	PT1L	2-acylphloroglucinol 4-prenyltransferase				
K21593	triA	melamine deaminase			map00791; map01120	Atrazine degradation; Microbial metabolism in diverse environments
K21596	CAMTA	calmodulin-binding transcription activator				
K21600	csoR, ricR	CsoR family transcriptional regulator, copper-sensing transcriptional repressor				
K21601	ycnK	DeoR family transcriptional regulator, copper-sensing transcriptional repressor				
K21603	ftcR	two-component system, OmpR family, flagellar system response regulator FtcR				
K21605	PT2	2-acyl-4-prenylphloroglucinol 6-prenyltransferase				
K21615	E1.14.11.57	L-proline 4-hydroxylase				
K21617	hpbD	4-hydroxyproline betaine 2-epimerase				
K21619	uxaE	tagaturonate epimerase			map00040; map01100	Pentose and glucuronate interconversions; Metabolic pathways
K21620	sorbD	galactitol 2-dehydrogenase			map00052; map01100	Galactose metabolism; Metabolic pathways
K21624	c3lhypd	cis-L-3-hydroxyproline dehydratase			map00330	Arginine and proline metabolism
K21626	CCNDBP1, DIP1, GCIP	cyclin-D1-binding protein 1				
K21629	MSA2	G1-specific transcription factors activator MSA2				
K21636	nrdD	ribonucleoside-triphosphate reductase (formate)			map00230; map00240; map01100	Purine metabolism; Pyrimidine metabolism; Metabolic pathways
K21639	E1.4.3.25	L-arginine oxidase			map00330; map01100	Arginine and proline metabolism; Metabolic pathways
K21645	hypT, qseD	LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT				
K21648	pceB	tetrachloroethene reductive dehalogenase membrane anchor			map00625; map01100; map01120	Chloroalkane and chloroalkene degradation; Metabolic pathways; Microbial metabolism in diverse environments
K21649	ORF4	KSHV complement control protein			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21650	KIE1, ORF50	KSHV transcription activator ORF50			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21651	K15	KSHV signal transducing membrane protein			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21652	vIRF3	KSHV interferon regulatory factor-like protein 3			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21653	vIRF1, K9	KSHV interferon regulatory factor-like protein 1			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21654	vIRF2, K11	KSHV interferon regulatory factor-like protein 2			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21655	K8	KSHV E3 SUMO-protein ligase K-bZIP			map05167	Kaposi sarcoma-associated herpesvirus infection
K21656	K12	KSHV protein K12			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21657	K4	KSHV macrophage inflammatory protein 2			map04061; map05167; map05203	Viral protein interaction with cytokine and cytokine receptor; Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21658	K4.1	KSHV protein vCCL3			map04061; map05167; map05203	Viral protein interaction with cytokine and cytokine receptor; Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21659	K6	KSHV protein K6			map04061; map05167; map05203	Viral protein interaction with cytokine and cytokine receptor; Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21660	vBCL2, ORF16	KSHV apoptosis regulator BCL2 homolog			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21661	vIAP, K7	KSHV inhibitor of apoptosis protein			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21662	vFLIP, K13, ORF71	KSHV FLICE inhibitory protein			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21663	vCyclin, ORF72	KSHV cyclin homolog			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21664	vLANA, ORF73	KSHV latency-associated nuclear antigen			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21665	MIR1, K3	KSHV E3 ubiquitin-protein ligase MIR1			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21666	MIR2, K5	KSHV E3 ubiquitin-protein ligase MIR2			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21667	vGPCR	KSHV G-protein coupled receptor			map04061; map05167; map05203	Viral protein interaction with cytokine and cytokine receptor; Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21669	K1	KSHV protein K1			map05167; map05203	Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21670	vIL6, K2	KSHV interleukin 6			map04061; map05167; map05203	Viral protein interaction with cytokine and cytokine receptor; Kaposi sarcoma-associated herpesvirus infection; Viral carcinogenesis
K21672	ord	2,4-diaminopentanoate dehydrogenase			map00310; map00330; map00470; map00472; map01100	Lysine degradation; Arginine and proline metabolism; D-Amino acid metabolism; D-Arginine and D-ornithine metabolism; Metabolic pathways
K21673	cdhA	caffeine dehydrogenase subunit alpha			map00232; map01120	Caffeine metabolism; Microbial metabolism in diverse environments
K21674	cdhB	caffeine dehydrogenase subunit beta			map00232; map01120	Caffeine metabolism; Microbial metabolism in diverse environments
K21675	cdhC	caffeine dehydrogenase subunit gamma			map00232; map01120	Caffeine metabolism; Microbial metabolism in diverse environments
K21677	hpnE	hydroxysqualene dehydroxylase				
K21678	hpnD	presqualene diphosphate synthase				
K21679	hpnC	hydroxysqualene synthase				
K21683	dntB	4-methyl-5-nitrocatechol 5-monooxygenase			map00633; map01120	Nitrotoluene degradation; Microbial metabolism in diverse environments
K21685	ramA	LuxR family transcriptional regulator, regulator of acetate metabolism				
K21686	prpR	XRE family transcriptional regulator, fatty acid utilization regulator				
K21688	rpfB	resuscitation-promoting factor RpfB				
K21692	CYP82N4	methyltetrahydroprotoberberine 14-monooxygenase	M00945	Sanguinarine biosynthesis, (S)-reticuline => sanguinarine	map00950; map01100; map01110	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
K21694	cowN	N(2)-fixation sustaining protein CowN				
K21695	aaeX	protein AaeX				
K21698	aaeR	LysR family transcriptional regulator, transcriptional activator for aaeXAB operon				
K21699	bauR	LysR family transcriptional regulator, transcriptional activator for bauABCD operon				
K21700	bauB	beta-alanine degradation protein BauB				
K21703	cbbR, cmpR, ndhR	LysR family transcriptional regulator, low CO2-responsive transcriptional regulator				
K21704	FAH12	phosphatidylcholine 12-monooxygenase				
K21705	E1.14.19.10	icosanoyl-CoA 5-desaturase				
K21706	DES	acyl-lipid omega-(9-4) desaturase				
K21707	DES3	acyl-CoA 15-desaturase				
K21708	FADX	linoleoyl-lipid Delta9 conjugase				
K21709	DESAT1	(11Z)-hexadec-11-enoyl-CoA conjugase				
K21714	CYP71AJ1	psoralen synthase				
K21715	CYP71AJ4	angelicin synthase				
K21716	CYP71AV1	amorpha-4,11-diene 12-monooxygenase				
K21717	CYP71BA1	alpha-humulene 10-hydroxylase				
K21720	E1.14.13.147	taxoid 7beta-hydroxylase				
K21721	sbnB	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase	M00875	Staphyloferrin B biosynthesis, L-serine => staphyloferrin B	map00997; map01100; map01110	Biosynthesis of various secondary metabolites - part 3; Metabolic pathways; Biosynthesis of secondary metabolites
K21728	sdpA	(S)-dichlorprop dioxygenase (2-oxoglutarate)				
